"","x"
"1",1.85059881749919
"2",0.657431295790226
"3",0.549070038026235
"4",0.784901260407859
"5",1.25691333400491
"6",2.24667420443432
"7",1.81417703031614
"8",1.15726273582789
"9",0.724308301998644
"10",0.877465679184882
"11",1.08824773937082
"12",0.663704780465146
"13",1.3138008636328
"14",1.76763545275425
"15",1.20759384433871
"16",0.71843265190721
"17",1.04696934651006
"18",0.654152862360868
"19",0.731441734820928
"20",0.850322601768659
"21",0.819184822698712
"22",1.93338122996718
"23",1.12469446305829
"24",1.41204311248827
"25",0.733962314065092
"26",1.05168151534585
"27",1.00822295664021
"28",1.00331260638314
"29",0.625781309668117
"30",1.67089947003184
"31",0.644665220138243
"32",1.58491807223
"33",1.39305282430764
"34",2.12574819814433
"35",1.65401363838888
"36",0.789177881423859
"37",1.1898064189068
"38",1.25329737067938
"39",2.5791343276435
"40",0.504281434364694
"41",0.847329206189877
"42",0.901299909746775
"43",1.59775007113419
"44",0.653920583801564
"45",1.32047721075162
"46",0.568020168960127
"47",1.88023333726217
"48",0.611387479277785
"49",1.5888446503335
"50",0.908928948686748
"51",0.798064871743462
"52",0.72038446308493
"53",1.03713032518794
"54",0.950787734659729
"55",0.654385791048772
"56",1.67630680920815
"57",1.34537252635189
"58",0.634162730751412
"59",1.36222722205795
"60",0.716781062680389
"61",0.751083468194236
"62",0.957409396774133
"63",0.995830692479362
"64",0.909933089428179
"65",0.691099106336728
"66",0.740326902400527
"67",0.753087924137033
"68",2.38923134228441
"69",0.626408946760306
"70",1.41454133680515
"71",0.722077683463112
"72",1.12544597254968
"73",1.28704002951668
"74",0.596201304804766
"75",0.731090560357561
"76",1.03677319873484
"77",0.908042462660237
"78",0.828281305743179
"79",0.61313328373877
"80",1.5057185822615
"81",0.923043857370592
"82",0.620063008723417
"83",1.12602167032069
"84",1.10754798389187
"85",2.1352535878379
"86",1.58886487694558
"87",0.694963266552419
"88",0.798459361024837
"89",1.71910873330599
"90",1.30702678303054
"91",0.660148326535774
"92",0.997452661032211
"93",1.01537130699281
"94",0.95320679342262
"95",0.746456346595072
"96",0.814450349291954
"97",1.17666819697335
"98",0.62285147058648
"99",0.736632732774015
"100",0.884148935238342
"101",0.654338415799227
"102",1.83126731705144
"103",1.03874180504466
"104",2.77101277493129
"105",0.684369482975951
"106",1.06200801174815
"107",1.17931951242166
"108",0.85062789421498
"109",0.671023792608663
"110",1.05280209947142
"111",1.48689229800516
"112",1.06954257444215
"113",2.51352012305377
"114",1.70802790088461
"115",1.09433890233574
"116",1.04840661321589
"117",1.89885144628534
"118",0.816891244257992
"119",0.584064965140529
"120",1.58672561657688
"121",1.15920621030616
"122",0.802140885149525
"123",2.51576064671575
"124",1.30828668737679
"125",1.12075244434245
"126",0.642384369781715
"127",1.67851989050896
"128",0.979092351634884
"129",1.76682019444421
"130",0.759701791569479
"131",1.87309832933815
"132",1.25720149447327
"133",0.834554558368966
"134",1.33276071813955
"135",0.896926112380319
"136",1.75661459224981
"137",0.820544137944478
"138",0.841937731295242
"139",0.769043304198526
"140",0.860123233529899
"141",0.594693873761836
"142",1.27428758702116
"143",0.703834037060692
"144",0.793808459948233
"145",1.04591664035679
"146",0.676278622938031
"147",1.61545025089229
"148",1.52992870927011
"149",1.57684708492041
"150",0.605968371942301
"151",0.669633779036817
"152",2.15698656189469
"153",0.725986989530235
"154",1.83281065653713
