"","x"
"1",3.89485224806174
"2",6.39528689519024
"3",2.35528049698492
"4",3.68412968468772
"5",0.449418045132807
"6",2.16925509580043
"7",5.10294189495334
"8",4.65068560947595
"9",4.26704043862168
"10",2.47282011950467
"11",3.77764607876526
"12",5.25237921536253
"13",1.93507494687724
"14",2.49362689468772
"15",0.537829184465183
"16",4.24796018951902
"17",5.40853146292893
"18",4.76231539339555
"19",3.3339657149318
"20",5.55811994113424
"21",5.64060936252692
"22",6.91770744616655
"23",0.830209521399856
"24",0.673081040947595
"25",0.334647730818378
"26",0.790792416453697
"27",4.44994839554917
"28",6.53257331083991
"29",3.97424858269921
"30",0.779089088607322
"31",6.6143284672649
"32",1.70550779262024
"33",1.38751908894472
"34",2.89077186521177
"35",3.14535136475233
"36",3.6771712189519
"37",1.5966948922972
"38",4.80556268713568
"39",3.3623181353051
"40",3.781660994257
"41",5.93987171852118
"42",0.862331303108399
"43",1.55016807091888
"44",7.26883207968413
"45",2.26555216137832
"46",6.05428436683417
"47",4.46415226420675
"48",7.54148964895908
"49",0.789727704759512
"50",6.00427235283561
"51",5.93259279971285
"52",5.39703613280689
"53",2.09134521580043
"54",5.16386755348169
"55",3.48209454271357
"56",0.914813615642498
"57",3.02134557846375
"58",7.15196873151472
"59",0.950746942167983
"60",0.202432311277818
"61",1.02254202731515
"62",0.258088207408471
"63",4.35013671061737
"64",3.94299391818378
"65",5.31900066547021
"66",5.13189400215363
"67",4.68835111629576
"68",1.8568168874659
"69",4.86872812491027
"70",3.93411856911701
"71",8.78534337114142
"72",3.27690386834171
"73",1.21840552792534
"74",6.51440159296482
"75",3.79493106532663
"76",0.381576878241206
"77",0.497775567322326
"78",3.93713875125628
"79",4.66209150466619
"80",1.59174727265614
"81",2.85763946166547
"82",5.54541648671931
"83",4.72111285211773
"84",3.07974025247667
"85",2.70434223854989
"86",1.97630473531945
"87",3.99734544436468
"88",3.86114527724336
"89",1.38029371782484
"90",0.43355623246949
"91",3.55800833201723
"92",4.91283534572864
"93",3.10858319544149
"94",0.546415118542714
"95",4.3773687666906
"96",5.31329434888729
"97",0.588498084127782
"98",4.23349996410625
"99",4.19016421105528
"100",4.80578872936109
"101",3.9394476195262
"102",0.858176475764537
"103",3.7974548434458
"104",5.68079168494616
"105",3.20928482491027
"106",6.12463090595836
"107",0.834992107006461
"108",0.283112044867193
"109",5.34567833309404
"110",4.79644826173726
"111",2.7296199666906
"112",2.80747291486001
"113",3.35771967121321
"114",1.46251418193826
"115",3.15880855592247
"116",0.464823997925341
"117",4.53744804559225
"118",6.17792804450826
"119",4.62409530007179
"120",1.09883145156497
"121",4.75628824587222
"122",0.427748721464465
"123",6.15876236106245
"124",0.98715424724336
"125",2.06360590468772
"126",4.99103248456569
"127",3.76173847577172
"128",1.78885849139268
"129",2.1628111581766
"130",4.63875463912419
"131",3.30968189781766
"132",0.886656401249103
"133",4.07785607106963
"134",0.907219609734386
"135",3.91247937997128
"136",0.880207046180905
"137",6.37356828901651
"138",4.75667103015075
"139",0.636451039475951
"140",5.29639076884422
"141",3.52086909073941
"142",3.96193816598708
"143",5.55399484493898
"144",4.65715009260589
"145",1.06313026852836
"146",5.32164814716439
"147",1.0813316227351
"148",2.55550432362527
"149",2.92527172982771
"150",5.25981425053841
"151",1.40595011659009
"152",1.19564501446518
"153",3.57394512404882
"154",1.07313031600144
"155",6.64218003517588
"156",0.48821951120603
"157",5.6546090201005
"158",0.258684585613783
"159",5.62058734386217
"160",1.23158578865757
"161",4.72933166582915
"162",0.95077618074659
"163",1.02204390130653
"164",3.81094747157215
"165",0.224948428894472
"166",1.56788342877243
"167",4.31255978248385
"168",3.72169696625269
"169",5.11417060373295
"170",0.763328097796123
"171",1.26375400953338
"172",5.19674898779612
"173",4.44452652404882
"174",3.1271779850682
"175",3.11855267573582
"176",5.147568994257
"177",3.2039302838191
"178",0.187024544888729
"179",2.52670056876525
"180",8.07412201651113
"181",0.67096216063173
"182",3.19698519992821
"183",1.05459097629576
"184",4.85638925269203
"185",5.48585944580043
"186",0.262340275096913
"187",3.88101098328069
"188",1.53535532677674
"189",6.24904808111989
"190",4.335048342771
"191",5.2272324034458
"192",2.44025746262024
"193",2.07112050648241
"194",1.45032994160086
"195",5.02876781622398
"196",3.41910266547021
"197",5.84873219838478
"198",3.50251319951902
"199",3.42621929147164
"200",3.0872503420962
"201",0.626744808284279
"202",3.93115445235463
"203",4.99457747903805
"204",1.29190212577889
"205",5.52665666977746
"206",2.93010945880115
"207",3.07907100617373
"208",6.19306674946159
"209",10.9727674034458
"210",7.76133852548457
"211",5.1267859266906
"212",3.23087961852118
"213",0.45721541678392
"214",0.258179421363963
"215",0.808123666310122
"216",2.28540878198134
"217",1.03091056677674
"218",3.60025582770998
"219",5.3161050373295
"220",1.24201436167983
"221",5.39183216080402
"222",4.7621926166547
"223",0.851103658887294
"224",3.11095445470208
"225",4.81217533309404
"226",4.39409031954056
"227",6.90535653625269
"228",7.58860667480258
"229",5.24403621613065
"230",6.49175909055994
"231",5.97967155391242
"232",2.09870852958363
"233",1.4185562339196
"234",2.78205094643216
"235",0.527115915305097
"236",4.59042629073941
"237",0.277263287674085
"238",3.34791360737976
"239",4.75559515355348
"240",1.66996732402728
"241",2.93636015391242
"242",0.752691349052405
"243",3.06283465362527
"244",0.89386036592247
"245",2.42738556900215
"246",4.17367187707107
"247",4.18608838384781
"248",2.49003367569993
"249",4.60522094041637
"250",5.73508556999282
"251",3.18463874371859
"252",3.22056583442929
"253",5.00029772936109
"254",3.12948658290022
"255",3.36720071464465
"256",3.47807941938263
"257",3.7898625449677
"258",3.60046427763101
"259",0.946871009325197
"260",5.41044686360373
"261",3.07512248585786
"262",5.54607052189519
"263",4.14811396123475
"264",4.59071663316583
"265",7.730390005743
"266",1.85515187311558
"267",1.61899102838478
"268",3.58321066690596
"269",3.83150869131371
"270",4.61649366299354
"271",5.68201375807609
"272",3.92102712038765
"273",4.25064162196698
"274",1.44993364089017
"275",3.32861614070352
"276",5.98590885427136
"277",2.57419632512563
"278",3.70275286633884
"279",0.464375719519024
"280",0.368703259935391
"281",4.06960764318737
"282",0.876000368571429
"283",4.33365868650395
"284",5.55534326274228
"285",1.44241973559943
"286",2.94980062479541
"287",3.55786595082556
"288",2.89181459985643
"289",3.67305475104092
"290",0.237374141564968
"291",6.12267894585786
"292",1.29248646072505
"293",1.15591395142857
"294",4.75732024694903
"295",4.6150349034458
"296",4.47384244376884
"297",1.65623764734386
"298",6.78481220603015
"299",3.27949443003589
"300",0.235763883761665
"301",1.58695135095477
"302",6.90180073869347
"303",5.08602090028715
"304",5.27673567207466
"305",4.75587146159368
"306",1.67150148183776
"307",5.67816892031586
"308",2.68648192785355
"309",3.27558954874372
"310",5.07444692462312
"311",4.24712469612347
"312",5.1931129971285
"313",4.79826294234027
"314",4.0194081588514
"315",1.48431102052405
"316",0.33194748661163
"317",5.94024169612347
"318",3.81577988011486
"319",4.42974641852118
"320",3.15493072368988
"321",6.31444785570711
"322",0.920119243941134
"323",7.31199798779612
"324",4.7831844206748
"325",2.61341497566403
"326",4.64056208111989
"327",2.87483141141421
"328",3.70109313208902
"329",4.71619749825556
"330",1.30680379424264
"331",0.636810397652548
"332",5.2467181160804
"333",7.19764173438622
"334",3.84524972361809
"335",2.81967490902369
"336",0.248494304522613
"337",5.36320248887294
"338",0.840882997200287
"339",1.01507645622398
"340",0.833396445384063
"341",5.40560481191673
"342",5.64595388944724
"343",0.410572959361091
"344",2.58912384343144
"345",4.91338910791098
"346",3.98124021500359
"347",1.1007178711486
"348",4.02838518493898
"349",4.52723226669777
"350",4.74345756999282
"351",3.62889177365398
"352",0.953295427480258
"353",0.453761888083274
"354",4.02975025521895
"355",1.4354401931084
"356",1.79604425793252
"357",0.80509637798995
"358",2.54777828591529
"359",4.03838126649677
"360",0.795521133007897
"361",3.02937661342426
"362",4.02879131938263
"363",1.4116160924336
"364",3.73064228427854
"365",5.23799674659009
"366",2.63001399227566
"367",1.82002359064609
"368",3.97500397796123
"369",1.9685337060804
"370",4.2565579645944
"371",3.06426982074659
"372",0.990134747150036
"373",2.67569141231156
"374",3.87186601507538
"375",1.97218767261307
"376",3.41643624426418
"377",6.25638671141421
"378",1.62571033850682
"379",2.53817440743719
"380",6.46928559440057
"381",3.21989052455133
"382",4.84751748743719
"383",1.84328127470208
"384",6.37600206748026
"385",5.82901359152907
"386",4.03591628499641
"387",4.13275017763101
"388",5.18777944077531
"389",2.63698611486719
"390",3.07119984601579
"391",4.44342024335966
"392",3.72458630272793
"393",5.14109811529074
"394",6.91241564680546
"395",1.64530331990668
"396",2.45364037063173
"397",3.40727691679828
"398",3.82460413740129
"399",3.18819991888011
"400",3.44429861548457
"401",4.04951502667624
"402",3.99523011342426
"403",2.09031991539124
"404",3.50727254845657
"405",4.78793959440057
"406",1.37010087281407
"407",3.32687954565686
"408",2.43088987931084
"409",5.18836967408471
"410",5.3905702017229
"411",5.01502374587222
"412",4.16050572648959
"413",7.40351904700646
"414",3.10179322016511
"415",4.54622333374013
"416",6.57750986319454
"417",1.9354022184135
"418",1.77533901137114
"419",0.913411817652548
"420",3.28961673729361
"421",3.68723621249103
"422",2.44677391961235
"423",5.0019556051687
"424",4.22506047810481
"425",1.54410508511845
"426",3.94474373720747
"427",1.47722673552764
"428",5.22217728571429
"429",1.2543734296626
"430",5.04512332089017
"431",5.69584041134243
"432",4.85603948384781
"433",3.38010041744436
"434",5.69841497774587
"435",5.01878908542714
"436",1.27692656114142
"437",3.95176020100503
"438",4.54607238822685
"439",6.59711372627423
"440",4.73808229059584
"441",4.50651317444365
"442",1.54197819829864
"443",7.30274318880115
"444",3.6223769988514
