"","Primary","Secondary","IM_101_Cut","BL1_Corr","BL2_Corr","M_Corr","LAR_Corr","MSL_Corr","IM_101_Corr","BL1_Cut","BL2_Cut","M_Cut","LAR_Cut","MSL_Cut"
"ACH.001536","ND","ND","0","0.0930007292040792","-0.369227587858208","0.0557786702365016","0.0567146635321775","0.175411673795453","0.0284171918024401","0","0","0","0","0"
"ACH.000313","ND","ND","0","-0.0603280329992055","0.0148561726581121","-0.0219305405905465","0.0919123649067816","0.110980507395435","0.00168696466081127","0","0","0","0","0"
"ACH.002019","BL2","ND","0","-0.192020112972214","0.366136633253883","-0.158694398188962","0.11246068283976","-0.143566134456525","0.0206898052916272","0","1","0","0","0"
"ACH.000728","ND","ND","0","0.179830432842481","-0.099857424277054","-0.00242705238297363","-0.0442420086851471","-0.254753431068447","-0.00247058695486553","0","0","0","0","0"
"ACH.000700","BL2","ND","0","-0.032552976132171","0.350311816371176","-0.128350801580305","0.0603715675710974","-0.345588315320904","-0.0442420086851471","0","1","0","0","0"
"ACH.000823","ND","ND","0","0.0511857729019057","-0.434507678410118","-0.0260880922062233","0.111089343825165","0.0737149138559659","-0.0250650297667635","0","0","0","0","0"
"ACH.000678","M","ND","0","0.157714870321394","-0.397655663303621","0.409584136002003","-0.147244805781391","0.0527094829181224","-0.284400474526834","0","0","1","0","0"
"ACH.000006","ND","ND","0","0.000946876938648905","-0.138733796976524","-0.137253621532199","0.189756315233835","0.00534386869973117","0.0856869211262394","0","0","0","0","0"
"ACH.002029","ND","ND","0","0.0234760178927091","0.00675874228621804","-0.199007411760865","0.125912865554358","-0.0169022975370316","0.170165757882478","0","0","0","0","0"
"ACH.001377","MSL","ND","0","-0.12708829899544","-0.191040585104646","0.185468159902483","0.000598600363513675","0.348156855062527","-0.175281070079777","0","0","0","0","1"
"ACH.000754","ND","ND","0","0.00168696466081127","0.149290930660311","0.00355895125216312","-0.0160316060991935","0.0366669931759559","-0.0558875066662313","0","0","0","0","0"
"ACH.000465","ND","ND","1","0.0803539360694812","-0.048813138733797","-0.169665110305722","0.0669235206408289","-0.0816164386543464","0.212807871050598","0","0","0","0","0"
"ACH.000138","LAR","ND","0","0.0192531644191944","-0.405905464677137","-0.159173278479773","0.207910231712759","0.155973487445718","0.125586356265169","0","0","0","1","0"
"ACH.001864","LAR","ND","0","-0.18198539415113","-0.0480077491537968","-0.0773500506089398","0.222820822585736","0.067315331787856","-0.0169893666808154","0","0","0","1","0"
"ACH.000383","BL2","ND","0","0.158890303762475","0.200639958206811","-0.0592614359878539","-0.152185979691122","-0.436292595857685","0.0458527878451475","0","1","0","0","0"
"ACH.001547","ND","ND","0","0.106648817492191","0.0688172745181267","-0.0218217041608167","-0.101642341724622","-0.141781217008957","0.0287219338056834","0","0","0","0","0"
"ACH.000917","BL1","ND","0","0.32238438850252","-0.200139310630054","0.145612259335445","-0.249268075010067","-0.273190322264668","0.0371894080386587","1","0","0","0","0"
"ACH.000984","M","ND","0","0.121559408365168","-0.429000555065792","0.299180461684135","-0.077741861755967","0.163287295523558","-0.16962157573383","0","0","1","0","0"
"ACH.001409","ND","ND","0","0.127414808284629","0.0205374342900056","-0.0784166476202915","-0.0504239178937974","-0.0353174214473068","0.0651603704792068","0","0","0","0","0"
"ACH.001707","M","MSL","0","-0.142129493584092","-0.0163798826743288","0.216638913377086","0.0665752440656937","0.196090595444107","-0.110915205537598","0","0","1","0","1"
"ACH.000117","ND","ND","1","0.0512510747597436","-0.0152479838051393","-0.278871583896562","0.128198430578683","-0.0729312915619116","0.257779083814935","0","0","0","0","0"
"ACH.000999","ND","ND","0","0.070471588250019","-0.261697195285206","0.149421534375986","-0.0175988506873021","0.0767405666024532","-0.129526235021386","0","0","0","0","0"
"ACH.000633","M","ND","0","-0.0777853963278589","0.119469748914357","0.21822792525114","-0.0371458734667668","0.0269370163581154","-0.141258802146254","0","0","1","0","0"
"ACH.000520","M","ND","0","0.102142989301379","-0.193522055702485","0.22565056975871","-0.0512728420456895","-0.0409333812213624","-0.175128699078155","0","0","1","0","0"
"ACH.000176","ND","ND","0","0.102251825731109","-0.142956650450039","-0.0726483168446142","0.0829007085251575","-0.0442420086851471","0.0891696868775917","0","0","0","0","0"
"ACH.000017","LAR","ND","0","-0.228240876786278","-0.00122985165594628","-0.169643343019776","0.462304502563098","-0.0937843514981335","-0.132508353195982","0","0","0","1","0"
"ACH.000020","ND","ND","0","0.0318564229819005","-0.243630347950066","-0.102012385585703","0.16687889770464","-0.0635931258910983","0.026654041640818","0","0","0","0","0"
"ACH.001385","ND","ND","0","0.114550342290572","-0.247570226706283","-0.0867099835656991","0.130549297460846","0.00647576756892067","0.120710484213276","0","0","0","0","0"
"ACH.000587","LAR","ND","0","0.043828430252174","-0.123779671531655","-0.167053035992207","0.26511465917872","-0.14698359835004","0.0734101718527226","0","0","0","1","0"
"ACH.000785","M","ND","0","0.0908675351813759","-0.397046179297134","0.273081485834939","-0.0858828266997529","0.0598926872802865","-0.243782718951688","0","0","1","0","0"
"ACH.000554","MSL","M","0","-0.0907804660375921","-0.251292432603041","0.207278980420326","0.0833795888159685","0.215354643506274","-0.201663020646271","0","0","1","0","1"
"ACH.001398","BL2","ND","1","0.023933130897574","0.443083989072822","-0.367072626549559","0.0539937527889335","-0.541733328979876","0.217792579532221","0","1","0","0","0"
"ACH.001991","MSL","LAR","0","-0.1297221405949","-0.0143555250813552","-0.0929571946321873","0.196417104733296","0.286076555544672","0.0183824729813563","0","0","0","1","1"
"ACH.001332","BL2","ND","0","-0.187993165072213","0.329828800296035","-0.212982009338166","0.108607873227327","-0.14676592549058","0.058739021125151","0","1","0","0","0"
"ACH.000585","BL2","ND","0","0.0305939203970353","0.370860134304154","-0.201663020646271","-0.170709940031127","-0.370207115725776","0.159434485911124","0","1","0","0","0"
"ACH.000550","ND","ND","0","0.000489763933783916","-0.00945788574351607","-0.00416843525864978","0.0568670345337992","0.139865695845713","0.0200367867132487","0","0","0","0","0"
"ACH.000627","MSL","ND","0","-0.257887920244664","0.104493856183542","0.108673175085165","0.11955681805814","0.384442920734428","-0.175498742939237","0","0","0","0","1"
"ACH.000704","MSL","M","0","0.0430012733862278","-0.235054037287361","0.21650830966141","-0.0837713999629956","0.226695399484115","-0.115791077589491","0","0","1","0","1"
"ACH.000276","LAR","MSL","0","-0.117684831466789","-0.035230352303523","-0.139147375409497","0.308366256353327","0.196852450452215","0.0563446196710963","0","0","0","1","1"
"ACH.000075","ND","ND","0","0.0412163559386598","0.0243249420446012","-0.151663564828419","0.119034403195438","-0.0368193641775775","0.103274888170568","0","0","0","0","0"
"ACH.000818","ND","ND","0","0.0489219751635267","0.0720388328381276","-0.108390200367867","-0.0248255896213581","0.0246732186197364","0.0920865031943492","0","0","0","0","0"
"ACH.001616","ND","ND","0","0.0302456438219001","-0.163787943100315","0.0389307909143349","0.0799185903505621","0.113853789140301","-0.0554956955192042","0","0","0","0","0"
"ACH.000625","M","ND","0","0.101185228719757","-0.293716872911701","0.250073464590068","-0.0223876535954115","0.0217999368748708","-0.216638913377086","0","0","1","0","0"
"ACH.000941","ND","ND","0","-0.0363622511727125","0.0534060360683928","-0.186904800774915","0.135163962081388","-0.0113298723348679","0.137580130821389","0","0","0","0","0"
"ACH.000392","ND","ND","0","-0.0165757882478423","-0.065051534049477","-0.0780030691873184","0.106692352064083","-0.0499885721748784","0.0562140159554206","0","0","0","0","0"
"ACH.000269","BL2","ND","1","0.108085458364624","0.416506132932815","-0.256320675656556","-0.166247646412207","-0.345283573317661","0.251901916609528","0","1","0","0","0"
"ACH.001670","BL1","ND","1","0.196134130015999","-0.167880192858154","-0.229416310227359","0.0293967196700079","-0.167118337850045","0.242868492941958","1","0","0","0","0"
"ACH.000856","ND","ND","0","0.0413904942262274","0.127240669997061","-0.0766534974586694","-0.233508559985198","-0.0210598491527084","0.0934578422089442","0","0","0","0","0"
"ACH.002687","LAR","ND","0","-0.12961330416517","0.0387566526267672","-0.0139201793624362","0.298375072104135","0.0632883838878549","-0.0424353239516331","0","0","0","1","0"
