"","Primary","Secondary","IM_101_Cut","BL1_Corr","BL2_Corr","M_Corr","LAR_Corr","MSL_Corr","IM_101_Corr","BL1_Cut","BL2_Cut","M_Cut","LAR_Cut","MSL_Cut"
"ACH.001119","BL1","ND","0","0.214832228643572","-0.00479968655108238","-0.0168369956791937","-0.082683035665698","-0.0923477106257006","0.0793744082019134","1","0","0","0","0"
"ACH.000376","BL2","ND","0","-0.111677060545706","0.335793036645226","-0.14950860351977","0.0832054505284009","-0.208672086720867","0.0424135566656871","0","1","0","0","0"
"ACH.000685","M","MSL","0","0.0269805509300073","-0.115116291725166","0.249115704008446","-0.0928265909165116","0.208040835428435","-0.179003275976535","0","0","1","0","1"
"ACH.000729","ND","ND","0","-0.0851209716916446","-0.0209292454370327","-0.145242215474364","0.16300432080626","-0.0412598905105517","0.0803539360694812","0","0","0","0","0"
"ACH.001034","MSL","ND","1","0.0118087526256789","-0.110936972823544","-0.144153851177066","0.0475071015770399","0.20666949641384","0.208759155864651","0","0","0","0","1"
"ACH.001283","MSL","ND","0","-0.122952514665709","-0.000946876938648905","-0.00869603073540776","0.0917599939051599","0.227631392779791","-0.131202316039225","0","0","0","0","1"
"ACH.000880","M","ND","0","-0.0598926872802865","-0.206016477835461","0.288427422426835","-0.0464622718516342","0.133444346491658","-0.19741839988681","0","0","1","0","0"
"ACH.000035","BL1","ND","0","0.255994166367366","-0.119317377912735","-0.187318379207888","-0.00284063081594671","-0.209869287447895","0.147636616928418","1","0","0","0","0"
"ACH.001200","ND","ND","1","0.104646227185163","0.0807892817884002","-0.26866272678791","0.123170187525168","-0.199769266768973","0.220469955703573","0","0","0","0","0"
"ACH.000194","ND","ND","0","-0.0294402542418999","0.0590437631283943","-0.0576288895419075","0.119012635909492","0.0304850839673055","0.0809634200759678","0","0","0","0","0"
"ACH.000322","ND","ND","0","0.176630641808426","-0.115616939301923","-0.0436978265364983","-0.106779421207867","-0.091259346328403","0.114615644148409","0","0","0","0","0"
"ACH.000552","MSL","ND","0","0.0325747434181169","0.0552997899456906","0.0526877156321764","-0.122364797945168","0.216116498514383","0.10170764358246","0","0","0","0","1"
"ACH.002508","MSL","ND","0","-0.134728616362469","-0.0853168772651582","-0.135381634940847","0.161067032357071","0.230482907238711","0.127349506426791","0","0","0","0","1"
"ACH.000222","ND","ND","0","0.12343139495652","0.0817470423700221","-0.0383648414797401","-0.161262937930584","-0.148224333648959","0.0639849370381254","0","0","0","0","0"
"ACH.000260","ND","ND","0","0.00429903897432549","-0.260957107563044","0.00810831401486706","0.0934796094948901","0.141998889868417","-0.0179906618343292","0","0","0","0","0"
"ACH.001652","ND","ND","0","0.0950903886548906","-0.315310020570085","-0.0184042402673023","-0.006780509572164","0.0178818254045994","0.0156180276662204","0","0","0","0","0"
"ACH.000608","ND","ND","0","-0.157649568463556","0.10810722565057","0.0639414024662335","0.0972888845354317","0.186904800774915","-0.0354697924489285","0","0","0","0","0"
"ACH.000501","MSL","LAR","0","-0.149073257800851","-0.139822161273822","0.135076892937604","0.203056126946812","0.223060262731141","-0.133096069916522","0","0","0","1","1"
"ACH.000612","ND","ND","0","0.0327924162775764","-0.223865652311142","0.109152055375975","0.079548546489481","0.0987037581219186","-0.108738476943002","0","0","0","0","0"
"ACH.001184","ND","ND","0","-0.112264777266247","0.0287872356635213","-0.00588805084837997","0.0684689979429915","0.174693353359236","0.0274376639348723","0","0","0","0","0"
"ACH.001688","M","ND","0","0.166813595846802","-0.336315451507929","0.235402313862496","-0.0979636703997562","-0.00884840173702942","-0.161067032357071","0","0","1","0","0"
"ACH.001838","BL2","ND","0","0.0310945679737922","0.208236741001948","-0.174127403924642","-0.0434801536770388","-0.131158781467333","0.11509452443922","0","1","0","0","0"
"ACH.000638","MSL","ND","0","-0.140627550853822","0.172059511759776","0.075478064017588","0.0895614980246188","0.240561160631687","-0.116814140028951","0","0","0","0","1"
"ACH.001846","BL2","ND","0","-0.0802015650678595","0.496609745213918","-0.247744364993851","0.0683819287992077","-0.336946702800361","0.0421088146624438","0","1","0","0","0"
"ACH.000798","MSL","LAR","0","-0.182420739870049","-0.0368846660354154","0.0718211599786681","0.235576452150064","0.344129907162525","-0.0863399397046179","0","0","0","1","1"
"ACH.001321","BL1","ND","0","0.262502584865206","-0.24178012864466","-0.133466113777604","-0.112787192128949","-0.15784547403707","0.185076348755455","1","0","0","0","0"
"ACH.000894","LAR","ND","0","0.0277424059381156","-0.0487696041619051","-0.274300453847912","0.246808371698175","-0.0632230820300171","0.162830182518693","0","0","0","1","0"
"ACH.001559","BL1","ND","0","0.224779878320872","-0.174279774926263","0.0945462065062418","-0.242716121940336","-0.0627442017392062","0.0450256309792014","1","0","0","0","0"
"ACH.000344","ND","ND","1","0.041129286794876","-0.0635278240332604","-0.22887212807871","0.0395620422067675","-0.0187742841283835","0.227108977917088","0","0","0","0","0"
"ACH.000223","ND","ND","0","0.015356820234869","-0.0154874239505447","-0.083140148670563","-0.0647903266181256","0.0927830563446197","0.118011340755978","0","0","0","0","0"
"ACH.000031","LAR","ND","0","-0.25092238874196","0.0551691862300149","0.12251716894679","0.249703420728986","0.140518714424092","-0.126500582274899","0","0","0","1","0"
"ACH.000034","LAR","MSL","0","-0.0424135566656871","-0.0445249834024445","-0.201380045928973","0.225106387610061","0.207540187851678","0.0995962168457026","0","0","0","1","1"
"ACH.001861","LAR","ND","0","-0.0546250040813661","-0.127915455861386","-0.18037461499113","0.290843591166835","0.0902145166029974","0.138472589545173","0","0","0","1","0"
"ACH.000772","MSL","ND","0","-0.0775677234683994","0.126043469270034","0.174519215071669","-0.0743679324343444","0.238710941326281","-0.0271764565035209","0","0","0","0","1"
"ACH.000946","ND","ND","0","0.129047354730575","-0.344129907162525","0.0816382059402923","0.068251325083532","-0.0885384355851591","-0.0356003961646042","0","0","0","0","0"
"ACH.000596","ND","ND","0","0.0336631077154145","-0.257517876383583","0.0928048236305656","0.0728442224181278","-0.03115986983163","-0.0584342791219077","0","0","0","0","0"
"ACH.000632","ND","ND","0","-0.106191704487326","-0.0154656566645988","0.0430012733862278","0.165115747543018","0.187187775492213","0.00105571336837866","0","0","0","0","0"
"ACH.000978","ND","ND","0","-0.0309857315440624","-0.304927025173866","0.0582166062624482","0.0515775840489329","0.0803757033554271","-0.0372111753246046","0","0","0","0","0"
"ACH.000332","ND","ND","0","0.12767601571598","0.0790261316267781","-0.138320218543551","-0.154493312001393","-0.0915205537597545","0.0973106518213777","0","0","0","0","0"
"ACH.001841","MSL","M","0","-0.218815641971681","-0.0843808839694823","0.218772107399789","0.105886962484083","0.250312904735473","-0.196047060872215","0","0","1","0","1"
"ACH.000179","ND","ND","0","-0.0356221634505502","-0.270882989954398","-0.0571500092510965","0.14848554108031","0.103231353598677","0.021255754726222","0","0","0","0","0"
"ACH.000887","ND","ND","0","-0.0878418824348886","0.103732001175433","0.0256309792013583","0.093544911352728","-0.00654106942675853","-0.0846420914008337","0","0","0","0","0"
"ACH.000368","ND","ND","1","0.0838802363927254","-0.233965672990063","-0.199377455621946","0.116727070885167","0.137514828963551","0.219860471697086","0","0","0","0","0"
"ACH.000240","BL1","ND","1","0.217836114104113","-0.0549950479424473","-0.402531535355514","0.0356656980224421","-0.30157486313819","0.372840957325236","1","0","0","0","0"
"ACH.000578","BL2","ND","0","-0.0777853963278589","0.230417605380873","-0.182333670726266","0.0901056801732676","-0.296960198517648","-0.0338590132889281","0","1","0","0","0"
"ACH.001611","ND","ND","0","0.139495651984632","-0.279111024041967","0.0425659276673088","0.118141944471654","-0.0750644855846149","-0.037037037037037","0","0","0","0","0"
"ACH.000135","ND","ND","0","0.0632230820300171","-0.202011297221406","-0.0620694158748816","0.0939584897857011","-0.128350801580305","-0.00449494454783905","0","0","0","0","0"
"ACH.000406","ND","ND","0","-0.100924021288406","-0.00536563598567713","0.0710593049705597","-0.0020352412359465","0.0593702724175836","0.0112428031910841","0","0","0","0","0"
"ACH.001541","ND","ND","0","0.0491831825948782","0.104167346894352","0.0789608297689403","-0.127958990433278","-0.0953733633721879","-0.0468323157127154","0","0","0","0","0"
"ACH.000998","ND","ND","0","0.115899914019221","-0.286577203121429","-0.0918252957629978","0.0303109456797379","0.0387348853408213","0.109217357233813","0","0","0","0","0"
"ACH.000441","BL1","ND","0","0.208780923150597","-0.319489339471708","-0.0105462500408137","0.0138548775045983","-0.104080277750569","0.0729965934197495","1","0","0","0","0"
"ACH.000960","BL2","ND","0","-0.0755651331613718","0.311261305384138","-0.140083368705173","-0.0542549602202849","-0.304752886886299","0.0889955485900241","0","1","0","0","0"
"ACH.000098","M","ND","0","-0.143000185021931","-0.00769473558189397","0.239538098192227","-0.0326400452759548","0.15865086361707","-0.180766426138157","0","0","1","0","0"
"ACH.001456","M","ND","0","-0.0482471892992022","-0.13853789140301","0.205406993828974","0.00695464785973161","0.153753224279231","-0.183269664021941","0","0","1","0","0"
"ACH.001336","BL1","ND","1","0.212089550614382","0.0847726951165094","-0.247026044557634","-0.0549297460846094","-0.277979125172778","0.257887920244664","1","0","0","0","0"
"ACH.000284","M","ND","0","0.0115693124802734","0.0146602670845986","0.196330035589513","-0.139800393987876","0.127480110142467","-0.138254916685713","0","0","1","0","0"
"ACH.000971","BL2","ND","0","-0.158346121613827","0.292867948759809","-0.131006410465711","0.168076098431667","-0.0143990596532471","-0.0247820550494662","0","1","0","0","0"
"ACH.001454","ND","ND","1","0.167423079853288","-0.151794168544095","-0.177436031388426","-0.0532101304948793","-0.00784710658351563","0.263873923879801","0","0","0","0","0"
"ACH.000926","MSL","ND","0","0.14596053591058","-0.31060828680576","0.0134848336435172","0.0164887191040585","0.221536552714925","0.0575635876840696","0","0","0","0","1"
"ACH.000033","ND","ND","0","0.0732360335651549","-0.306102458614948","-0.0475288688629858","0.124106180820844","0.0396491113505513","0.0795920810613729","0","0","0","0","0"
"ACH.000576","ND","ND","0","0.0788302260532645","-0.0655739489121799","0.0347514720127121","-0.0177729889748697","-0.135033358365712","-0.0596097125629891","0","0","0","0","0"
"ACH.000019","LAR","ND","0","-0.0255003754856826","0.152077143261392","-0.236120634298712","0.202076599079244","-0.00617102556567734","0.156909480741394","0","0","0","1","0"
"ACH.001577","LAR","ND","0","-0.0512075401878517","-0.184401562891131","-0.146091139626256","0.2598469759798","0.0308768951143327","0.0264581360673045","0","0","0","1","0"
"ACH.000330","BL1","ND","0","0.353446305547393","0.00351541668027122","0.116770605457059","-0.504990150303109","-0.438730531883632","0.0117216834818951","1","0","0","0","0"
"ACH.000848","MSL","ND","0","-0.0945897410781337","0.0449385618354176","0.104123812322461","0.00416843525864978","0.272667907401966","-0.0115910797662194","0","0","0","0","1"
"ACH.000481","BL1","ND","1","0.251009457885744","-0.275954767579804","-0.192063647544106","0.00403783154297406","-0.182638412729509","0.200291681631676","1","0","0","0","0"
"ACH.001517","ND","ND","0","-0.103557862887866","0.0490525788792024","-0.0310074988300084","0.103557862887866","0.136600602953821","0.00593158542027187","0","0","0","0","0"
"ACH.000338","BL2","ND","0","-0.166487086557613","0.393694017261458","0.00345011482243337","-0.0799403576365081","-0.256364210228448","-0.0801797977819136","0","1","0","0","0"
"ACH.001959","ND","ND","1","0.1488120503695","0.0256962810591961","-0.30157486313819","0.0773935851808317","-0.299398134543594","0.32318977808252","0","0","0","0","0"
"ACH.001414","ND","ND","0","0.00734645900675874","0.0178600581186535","0.00229644866729792","-0.0489002078775808","-0.0278947769397373","-0.0692308529510998","0","0","0","0","0"
"ACH.000871","BL2","ND","0","-0.15510279600788","0.302706762007379","-0.123649067815979","0.0527530174900143","-0.0819211806575897","-0.0512510747597436","0","1","0","0","0"
"ACH.001403","LAR","ND","0","-0.203034359660866","0.00882663445108347","-0.184379795605185","0.289015139147375","0.149835112808959","0.103013680739217","0","0","0","1","0"
"ACH.000805","BL1","ND","0","0.206495358126272","-0.0916946920473221","-0.0911940444705652","-0.0935013767808361","-0.312023160392247","0.108934382516516","1","0","0","0","0"
"ACH.001142","BL2","ND","0","0.0150520782316257","0.227674927351683","-0.0519040933381221","-0.0629401073127197","-0.240517626059795","-0.00077273865108129","0","1","0","0","0"
"ACH.001554","MSL","ND","0","-0.229721052230603","-0.0129841860667603","-0.0484648621586618","0.145677561193283","0.395892513141999","0.0760440134521827","0","0","0","0","1"
"ACH.000847","ND","ND","0","0.172908435911668","-0.112134173550571","0.055125651658123","-0.18849381264897","-0.0155091912364907","0.0517517223365005","0","0","0","0","0"
"ACH.001207","ND","ND","0","-0.156539436880313","0.120819320643006","0.0837060981051578","0.123561998672196","0.0223223517375736","-0.0881683917240779","0","0","0","0","0"
"ACH.000832","ND","ND","0","0.0932837039213766","-0.220600559419249","-0.0233236468910874","0.0550603498002852","-0.0227576974564926","0.0662269674905584","0","0","0","0","0"
"ACH.000428","ND","ND","0","-0.0264799033532504","0.0593702724175836","0.012657676777571","-0.0622217868765033","0.0119828909132465","-0.0494443900262296","0","0","0","0","0"
"ACH.001382","ND","ND","0","0.0288090029494672","0.0136372046451388","-0.106692352064083","0.0299626691046027","0.120079232920843","0.17660887452248","0","0","0","0","0"
"ACH.001302","ND","ND","0","-0.00138222265756794","0.158084914182475","0.12047104406787","-0.131398221612738","-0.0830966140986711","-0.130788737606252","0","0","0","0","0"
"ACH.000690","ND","ND","1","0.119404447056519","0.140192205134903","-0.278806282038724","0.09713651353381","-0.18392268260032","0.246982509985742","0","0","0","0","0"
"ACH.001134","ND","ND","0","-0.0021223103797303","-0.177501333246264","0.12595640012625","0.0480295164397427","0.0615470010121788","-0.0738019829997497","0","0","0","0","0"
"ACH.000914","ND","ND","0","0.0941108607873227","-0.0168805302510856","-0.195263438578161","0.0678812812224508","-0.0493355535964998","0.193805030419782","0","0","0","0","0"
"ACH.000858","MSL","M","0","-0.0541025892186633","-0.166748293988964","0.280003482765751","-0.131354687040846","0.324757022670628","-0.146374114343553","0","0","1","0","1"
"ACH.001421","ND","ND","0","0.0813116966511031","-0.110109815957597","-0.036144578313253","0.0333583657121712","-0.198354393182486","-0.0227141628846007","0","0","0","0","0"
"ACH.000544","MSL","ND","0","-0.0411728213667679","-0.304361075739272","0.179003275976535","0.0121570292008141","0.210021658449516","-0.144001480175444","0","0","0","0","1"
"ACH.000725","BL1","ND","0","0.226760701341953","-0.211741274039246","-0.038887256342443","-0.0519040933381221","-0.112438915553814","0.118229013615437","1","0","0","0","0"
"ACH.000566","LAR","ND","0","-0.0319217248397384","-0.00434257354621739","-0.320490634625222","0.345762453608472","0.0194055354208161","0.184292726461401","0","0","0","1","0"
"ACH.000760","BL2","BL1","1","0.227348418062494","0.247178415559256","-0.120101000206789","-0.317334378163059","-0.335466527356037","0.211741274039246","1","1","0","0","0"
"ACH.001745","ND","ND","1","0.152185979691122","-0.131180548753279","-0.0496620628856891","-0.0748250454392094","-0.108738476943002","0.2093033380133","0","0","0","0","0"
"ACH.000787","MSL","M","0","-0.057389449396502","0.0263492996375747","0.243173234945201","-0.0941543953592146","0.28775263656251","-0.115529870158139","0","0","1","0","1"
"ACH.000749","ND","ND","0","-0.107018861353272","0.078612553193805","-0.0440678703975795","0.163635572098693","-0.296067739793864","-0.188907391081943","0","0","0","0","0"
"ACH.001328","MSL","LAR","0","-0.241714826786822","-0.0824653628062385","0.160871126783557","0.211480066607895","0.311435443671706","-0.235445848434388","0","0","0","1","1"
"ACH.001068","MSL","M","0","-0.10810722565057","0.0819647152294816","0.199116248190594","-0.0556698338067718","0.294544029777647","-0.1595650896268","0","0","1","0","1"
"ACH.000358","ND","ND","0","-0.0707980975392083","-0.046092227990553","-0.00895723816675918","0.056954103677583","-0.0566275943883937","-0.0431971789597414","0","0","0","0","0"
"ACH.001654","ND","ND","0","0.0425659276673088","-0.408082193271732","0.101511738008946","0.123104885667331","0.0851645062635365","-0.115769310303545","0","0","0","0","0"
"ACH.001521","ND","ND","0","-0.0315081464067653","-0.0706674938235326","-0.0428489023846062","0.166138809982477","0.186251782196537","0.0755433658754258","0","0","0","0","0"
"ACH.000209","M","MSL","0","-0.0763269881694801","-0.222429011438709","0.267879104493856","0.0358180690240637","0.217270164669518","-0.206277685266813","0","0","1","0","1"
"ACH.001520","MSL","M","0","-0.122103590513817","-0.0575635876840696","0.216965422666275","0.00199170666405459","0.337207910231713","-0.050162710462446","0","0","1","0","1"
"ACH.000213","ND","ND","0","0.0716905562629924","-0.147549547784634","-0.0446555871181202","-0.014899707230004","-0.093066031061917","0.0159227696694638","0","0","0","0","0"
"ACH.001610","ND","ND","0","0.139539186556524","0.194523350855999","-0.0573676821105561","-0.207561955137624","-0.186295316768429","0.0747815108673175","0","0","0","0","0"
"ACH.001408","ND","ND","0","-0.175411673795453","0.0874283040019155","-0.0986384562640807","0.107802483647326","-0.0719517636943438","-0.0732360335651549","0","0","0","0","0"
"ACH.000991","BL2","ND","0","0.0322482341289276","0.448003395696608","-0.10778071636138","-0.258649775252773","-0.239886374767362","0.104363252467866","0","1","0","0","0"
"ACH.001412","BL2","ND","0","-0.0610681207213679","0.355688335999826","-0.219055082117086","-0.0885166682992131","-0.215289341648437","0.10079341757273","0","1","0","0","0"
"ACH.000331","ND","ND","1","-0.0423264875219033","0.09084576789543","-0.322123181071168","0.186491222341942","0.0688172745181267","0.324735255384682","0","0","0","0","0"
"ACH.001407","ND","ND","1","0.157431895604097","-0.172015977187884","-0.181462979288427","0.0395620422067675","-0.139321513697065","0.207017772988975","0","0","0","0","0"
"ACH.000580","BL2","ND","0","-0.0517734896224464","0.366680815402532","-0.0805280743570488","0.0477683090083913","-0.368814009425235","-0.0330753909948738","0","1","0","0","0"
"ACH.000594","LAR","ND","0","0.00934904931378631","-0.259651070406286","-0.190017522665187","0.285162329534942","0.0784819494781293","0.112373613695976","0","0","0","1","0"
"ACH.000684","ND","ND","0","0.0425659276673088","-0.270730618952776","-0.0659439927732611","0.100706348428946","-0.0563010850992044","0.0613728627246112","0","0","0","0","0"
"ACH.000742","BL2","ND","0","-0.296437783654945","0.38975413850524","0.104189114180298","0.116879441886788","-0.0659004582013692","-0.300159989551703","0","1","0","0","0"
"ACH.000868","ND","ND","0","0.111502922258138","-0.119447981628411","-0.192194251259782","0.0523829736289331","-0.126500582274899","0.176783012810048","0","0","0","0","0"
"ACH.000732","ND","ND","1","0.0332277619964955","0.187884328642483","-0.182072463294914","-0.0303544802516298","-0.101489970723","0.211044720888976","0","0","0","0","0"
"ACH.000429","M","ND","0","0.0930224964900251","-0.417681566373897","0.30227141628846","-0.0625918307375845","0.165790533407342","-0.18757958663924","0","0","1","0","0"
"ACH.000310","M","ND","0","0.121515873793276","-0.315919504576572","0.410324223724165","-0.204949880824109","0.0935013767808361","-0.298570977677648","0","0","1","0","0"
"ACH.002475","BL2","ND","0","-0.261022409420881","0.426714990041467","0.0820735516592114","-0.0491396480229863","-0.00795594301324539","-0.136339395522469","0","1","0","0","0"
"ACH.000643","MSL","ND","0","-0.120514578639762","0.190909981388971","-0.0215822640154112","0.0367975968916316","0.211305928320327","0.0861440341311044","0","0","0","0","1"
"ACH.000234","MSL","ND","0","0.00316714010513599","-0.0947856466516473","-0.0504456851797434","0.0778071636138048","0.222624917012222","0.0845332549711039","0","0","0","0","1"
"ACH.001498","ND","ND","0","0.142543072017066","-0.440493682045254","0.0668146842110992","0.0120699600570303","0.140888758285173","0.00762943372405612","0","0","0","0","0"
"ACH.000896","MSL","ND","0","-0.131724730901927","-0.144306222178688","0.177305427672751","0.00947965302946202","0.301944906999271","-0.132856629771117","0","0","0","0","1"
"ACH.000203","ND","ND","0","0.0097626277467594","0.0676418410770453","0.120449276781924","-0.0290266758089268","0.063266616601909","-0.0847073932586715","0","0","0","0","0"
"ACH.001607","MSL","ND","0","-0.177065987527345","-0.200008706914378","0.135795213373821","0.16058815206626","0.267509060632775","-0.147745453358148","0","0","0","0","1"
"ACH.001441","ND","ND","0","0.137384225247875","0.130113951741927","-0.0202762268586541","-0.141694147865173","0.0630054091705576","0.134358572501388","0","0","0","0","0"
"ACH.000112","M","MSL","0","0.0751733220143447","-0.320838911200357","0.294674633493323","-0.0463316681359585","0.211958946898706","-0.196743614022486","0","0","1","0","1"
"ACH.000186","ND","ND","0","0.0515993513348788","0.0121352619148681","-0.0496838301716351","0.0780466037592103","-0.0677289102208291","-0.0643985154710985","0","0","0","0","0"
